ts,game_id,game_name,igdb_id,viewers,channels
2026-09-08T00:21:47Z,509658,Just Chatting,,259009,4830
2026-09-08T00:21:47Z,32982,Grand Theft Auto V,1020,93120,3146
2026-09-08T00:21:47Z,21779,League of Legends,115,55302,2251
2026-09-08T00:21:47Z,509672,IRL,,75142,493
2026-09-08T00:21:47Z,902998079,Halloween: The Game,362096,73248,1292
2026-09-08T00:21:47Z,33214,Fortnite,1905,60199,5106
2026-09-08T00:21:47Z,31339,Project Zomboid,3189,53865,408
2026-09-08T00:21:47Z,516575,VALORANT,126459,47007,2589
2026-09-08T00:21:47Z,27471,Minecraft,135400,33616,2930
2026-09-08T00:21:47Z,32399,Counter-Strike,,33909,1243
2026-09-08T00:21:47Z,498566,Slots,,35129,92
2026-09-08T00:21:47Z,29595,Dota 2,,30182,677
2026-09-08T00:21:47Z,1357871551,The Blood of Dawnwalker,282831,28116,887
2026-09-08T00:21:47Z,29452,Virtual Casino,45517,22729,38
2026-09-08T00:21:47Z,491487,Dead by Daylight,18866,22169,1865
2026-09-08T00:21:47Z,602040818,NBA 2K27,408823,23022,3495
2026-09-08T00:21:47Z,1264310518,Marvel Rivals,294041,22607,1941
2026-09-08T00:21:47Z,512953,ELDEN RING,119133,23191,618
2026-09-08T00:21:47Z,512710,Call of Duty: Warzone,131800,20590,2076
2026-09-08T00:21:47Z,511224,Apex Legends,114795,21062,1761
2026-09-08T00:21:47Z,13332,Pokémon FireRed/LeafGreen,,21099,142
2026-09-08T00:21:47Z,513143,Teamfight Tactics,120176,21216,236
2026-09-08T00:21:47Z,18122,World of Warcraft,123,18260,1001
2026-09-08T00:21:47Z,1702520304,Path of Exile 2,125642,19434,440
2026-09-08T00:21:47Z,515025,Overwatch,125174,15717,1503
2026-09-08T00:21:47Z,491931,Escape from Tarkov,15536,15767,671
2026-09-08T00:21:47Z,499973,Always On,,15691,430
2026-09-08T00:21:47Z,460630,Rainbow Six Siege,7360,14385,1931
2026-09-08T00:21:47Z,1898040946,How to Fish,378170,11668,317
2026-09-08T00:21:47Z,458353,Darkest Dungeon,8965,9335,25
2026-09-08T00:21:47Z,327598602,Onimusha: Way of the Sword,325602,11477,946
2026-09-08T00:21:47Z,10609,Pokémon Emerald Version,1517,10721,54
2026-09-08T00:21:47Z,509660,Art,,9911,583
2026-09-08T00:21:47Z,509659,ASMR,,10200,168
2026-09-08T00:21:47Z,630009802,MARVEL TŌKON: Fighting Souls,347132,10340,65
2026-09-08T00:21:47Z,210472759,Shift at Midnight,352789,10278,115
2026-09-08T00:21:47Z,19619,Tibia,9596,10053,600
2026-09-08T00:21:47Z,493057,PUBG: BATTLEGROUNDS,27789,9928,582
2026-09-08T00:21:47Z,509663,Special Events,,9383,100
2026-09-08T00:21:47Z,2132205352,Deadlock,301298,9407,491
2026-09-08T00:21:47Z,417528,Albion Online,19698,8877,157
2026-09-08T00:21:47Z,1038730744,Withering Realms,329964,8488,4
2026-09-08T00:21:47Z,30921,Rocket League,11198,8395,985
2026-09-08T00:21:47Z,464339927,ARC Raiders,185258,9979,772
2026-09-08T00:21:47Z,138585,Hearthstone,1279,7338,91
2026-09-08T00:21:47Z,55453844,Street Fighter 6,191692,7940,142
2026-09-08T00:21:47Z,27284,Retro,,8306,340
2026-09-08T00:21:47Z,624536948,EA Sports FC 26,353848,7131,819
2026-09-08T00:21:47Z,459931,Old School RuneScape,79824,7039,227
2026-09-08T00:21:47Z,23020,ROBLOX,17269,6217,2370
2026-09-08T00:21:47Z,1441208453,Once Human,204538,6376,1029
2026-09-08T00:21:47Z,26936,Music,,5965,492
2026-09-08T00:21:47Z,512980,Fall Guys,119313,6465,76
2026-09-08T00:21:47Z,499003,VRChat,33615,6413,168
2026-09-08T00:21:47Z,32742,Kerbal Space Program,3102,6290,12
2026-09-08T00:21:47Z,488190,Poker,,6292,77
2026-09-08T00:21:47Z,11557,The Legend of Zelda: Ocarina of Time,1029,6241,98
2026-09-08T00:21:47Z,386821,Black Desert,6292,6241,221
2026-09-08T00:21:47Z,1344678544,Liminal Shroud,321405,6038,2
2026-09-08T00:21:47Z,1742163310,Worming from Home,386933,5853,31
2026-09-08T00:21:47Z,24241,FINAL FANTASY XIV ONLINE,386,6048,557
2026-09-08T00:21:47Z,68351,Mount & Blade II: Bannerlord,9608,5630,27
2026-09-08T00:21:47Z,1669431183,DJs,,5610,201
2026-09-08T00:21:47Z,499634,Crypto,76760,5444,114
2026-09-08T00:21:47Z,27546,World of Tanks,1184,5045,81
2026-09-08T00:21:47Z,1982936547,Pokémon,266836,5094,58
2026-09-08T00:21:47Z,272263131,"Animals, Aquariums, and Zoos",,4967,309
2026-09-08T00:21:47Z,518184,Phasmophobia,132516,4815,344
2026-09-08T00:21:47Z,263490,Rust,3277,4605,317
2026-09-08T00:21:47Z,539102438,Watch Your Plastic Duck,218659,4825,1
2026-09-08T00:21:47Z,493959,Red Dead Redemption II,25076,3697,468
2026-09-08T00:21:47Z,513181,Genshin Impact,119277,4665,284
2026-09-08T00:21:47Z,498592,I'm Only Sleeping,71001,4515,122
2026-09-08T00:21:47Z,670138298,Madden NFL 27,400379,3721,875
2026-09-08T00:21:47Z,1763263,nanos world,152927,4187,36
2026-09-08T00:21:47Z,512923,Baldur's Gate 3,119171,4016,269
2026-09-08T00:21:47Z,401587136,Arena Breakout: Infinite,298915,4035,230
2026-09-08T00:21:47Z,29106,S.T.A.L.K.E.R. 2: Heart of Chornobyl,101440,3936,85
2026-09-08T00:21:47Z,2012789438,Call of Duty: Black Ops 7,348220,3715,600
2026-09-08T00:21:47Z,655697363,Abiotic Factor,219126,3899,44
2026-09-08T00:21:47Z,518203,Sports,,4154,172
2026-09-08T00:21:47Z,509511,Marbles on Stream,116975,3765,97
2026-09-08T00:21:47Z,1832841853,Mortal Shell II,347633,3554,222
2026-09-08T00:21:47Z,441803813,Chop Chop Inc.,398967,3219,3
2026-09-08T00:21:47Z,1354355809,Split Fiction,325594,3213,40
2026-09-08T00:21:47Z,460951,Geometry Dash,11642,3090,167
2026-09-08T00:21:47Z,1282866981,Delta Force,262186,3054,176
2026-09-08T00:21:47Z,168648543,Battlefield 6,317407,3156,575
2026-09-08T00:21:47Z,66082,Games + Demos,,3091,1071
2026-09-08T00:21:47Z,1414860634,The Binding of Isaac: Repentance,228374,2965,83
2026-09-08T00:21:47Z,116747788,"Pools, Hot Tubs, and Beaches",,2358,46
2026-09-08T00:21:47Z,1494,Call of Duty,621,2786,2060
2026-09-08T00:21:47Z,1036710512,Palworld,151665,2800,493
2026-09-08T00:21:47Z,65627,I Wanna Be the Boshy,50286,2694,2
2026-09-08T00:21:47Z,65632,DayZ,2117,2659,296
2026-09-08T00:21:47Z,36799602,Clair Obscur: Expedition 33,305152,2651,107
2026-09-08T00:21:47Z,709941216,Endacopia,225604,2638,28
2026-09-08T00:21:47Z,1910993272,Bodycam,248994,2446,171
2026-09-08T00:21:47Z,500188,Hunt: Showdown 1896,7291,2375,233
2026-09-08T00:21:47Z,66170,Warframe,2903,2373,312
